,Demand,DemandCharge,EnergyCharge,FacilityCharge,TotalCharge,Demand,Demand,Demand,Demand,Demand,Demand,Demand,Demand,Demand,Demand,Demand,Demand,DemandCharge,DemandCharge,DemandCharge,DemandCharge,DemandCharge,DemandCharge,DemandCharge,DemandCharge,DemandCharge,DemandCharge,DemandCharge,DemandCharge,EnergyCharge,EnergyCharge,EnergyCharge,EnergyCharge,EnergyCharge,EnergyCharge,EnergyCharge,EnergyCharge,EnergyCharge,EnergyCharge,EnergyCharge,EnergyCharge,FacilityCharge,FacilityCharge,FacilityCharge,FacilityCharge,FacilityCharge,FacilityCharge,FacilityCharge,FacilityCharge,FacilityCharge,FacilityCharge,FacilityCharge,FacilityCharge,TotalCharge,TotalCharge,TotalCharge,TotalCharge,TotalCharge,TotalCharge,TotalCharge,TotalCharge,TotalCharge,TotalCharge,TotalCharge,TotalCharge
month,entire year,entire year,entire year,entire year,entire year,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12
CustomerID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITWX2H,314474.80,5026.02,22653.20,9356.03,37035.25,27848.80,25044.80,28829.60,27294.00,27995.20,25172.80,27640.00,28167.60,24758.40,22311.20,22201.60,27210.80,0,0,0,0,0,1278.32,1240.82,1272.19,1234.69,0,0,0,1940.13,1742.77,2015.56,1895.89,1957.41,1967.30,2061.70,2169.23,1881.91,1573.11,1562.37,1885.83,788.14,788.14,788.14,788.14,788.14,788.14,788.14,762.72,762.72,762.72,788.14,762.72,2728.27,2530.91,2803.70,2684.04,2745.55,4033.76,4090.66,4204.15,3879.32,2335.83,2350.52,2648.55
IU0RI3,587846.76,16636.76,44401.18,29296.08,90334.01,44040.24,40627.56,50112.72,48545.28,51993.60,51290.76,55579.56,58029.48,50034.36,51350.40,43950.60,42292.20,0,0,0,0,0,3934.83,4071.46,4290.82,4339.65,0,0,0,3145.84,2904.62,3594.67,3451.91,3713.02,4292.23,4514.88,4855.82,4107.57,3670.67,3143.72,3006.22,1937.31,2051.72,2265.28,2288.16,2341.55,2562.74,2646.64,2974.61,2829.69,3073.76,2150.87,2173.75,5083.15,4956.34,5859.95,5740.07,6054.57,10789.79,11232.98,12121.25,11276.92,6744.43,5294.59,5179.97
IU6OJB,450721.60,12923.90,34241.09,21864.64,69029.63,31038.40,30193.60,35755.20,35240.00,36379.20,38916.80,44489.60,47019.20,44356.80,46137.60,32107.20,29088.00,0,0,0,0,0,3043.46,3168.96,3343.49,3368.00,0,0,0,2204.26,2145.39,2567.95,2507.81,2613.47,3313.69,3633.44,3969.08,3631.92,3296.20,2293.25,2064.62,1627.14,1627.14,1728.83,1627.14,1728.83,1830.53,1932.22,2033.92,2033.92,2237.31,1830.53,1627.14,3831.40,3772.52,4296.78,4134.94,4342.30,8187.68,8734.63,9346.49,9033.84,5533.51,4123.78,3691.76
IV3IFK,239817.60,8713.66,18335.96,14135.74,41185.37,16932.80,15268.80,18550.40,18758.40,19524.80,22014.40,24948.80,25240.00,22923.20,21790.40,17505.60,16360.00,0,0,0,0,0,2097.28,2247.30,2271.81,2097.28,0,0,0,1199.72,1084.90,1330.37,1337.07,1399.77,1890.86,2077.09,2155.05,1893.64,1559.73,1249.01,1158.74,813.57,915.26,1118.66,1118.66,1220.35,1322.05,1423.74,1423.74,1322.05,1423.74,1118.66,915.26,2013.28,2000.17,2449.03,2455.73,2620.12,5310.19,5748.13,5850.60,5312.97,2983.48,2367.67,2074.00
IVRMRC,231116.80,5473.12,16625.06,9610.27,31708.45,22492.00,18232.00,17568.00,16704.80,17047.20,18103.20,23080.80,22840.80,20888.80,19596.00,16343.20,18220.00,0,0,0,0,0,1146.69,1296.70,1420.74,1608.99,0,0,0,1558.80,1262.25,1225.69,1156.98,1188.56,1394.90,1739.55,1773.81,1560.31,1368.96,1137.08,1258.16,864.42,813.57,661.02,661.02,813.57,711.87,966.11,1016.96,1016.96,813.57,610.18,661.02,2423.22,2075.82,1886.71,1818.01,2002.13,3253.46,4002.36,4211.51,4186.26,2182.53,1747.26,1919.18
IY7NLX,213400.00,9417.66,16694.82,14949.31,41061.80,15872.00,13457.60,15259.20,15568.00,15731.20,17980.80,23969.60,24968.00,20840.00,19972.80,14891.20,14889.60,0,0,0,0,0,2048.26,2222.78,2648.32,2498.30,0,0,0,1126.17,952.92,1096.90,1112.83,1133.38,1596.92,2065.47,2236.79,1805.48,1447.04,1065.53,1055.40,915.26,711.87,915.26,1118.66,1118.66,1322.05,1423.74,1728.83,1627.14,1830.53,1220.35,1016.96,2041.43,1664.79,2012.17,2231.49,2252.04,4967.22,5712.00,6613.94,5930.92,3277.57,2285.88,2072.36
IYBCDQ,544894.40,16095.81,41263.32,27254.53,84613.65,37972.80,34542.40,43369.60,40715.20,43038.40,49718.40,56344.00,57291.20,50443.20,50552.00,41065.60,39841.60,0,0,0,0,0,3867.07,3968.06,4142.59,4118.08,0,0,0,2691.74,2452.95,3109.63,2896.92,3079.07,4157.23,4559.53,4812.20,4137.13,3610.78,2930.35,2825.78,2033.92,1932.22,2237.31,2033.92,2237.31,2339.01,2440.70,2542.40,2542.40,2644.10,2135.62,2135.62,4725.66,4385.18,5346.94,4930.84,5316.38,10363.31,10968.29,11497.20,10797.61,6254.87,5065.97,4961.40
IYG322,560483.60,10383.68,41512.46,18661.22,70557.35,44776.40,42052.00,48169.20,45252.80,48465.20,48686.40,51474.40,51530.40,45794.80,47471.20,43606.80,43204.00,0,0,0,0,0,2617.92,2617.92,2580.42,2567.42,0,0,0,3155.88,2966.03,3424.49,3199.75,3446.19,3959.87,4034.85,4166.21,3645.33,3373.99,3092.98,3046.89,1525.44,1550.86,1601.71,1550.86,1576.29,1550.86,1627.14,1525.44,1601.71,1500.02,1525.44,1525.44,4681.32,4516.89,5026.21,4750.61,5022.48,8128.66,8279.91,8272.07,7814.46,4874.00,4618.42,4572.33
IYNSU5,214377.60,7121.82,15762.72,10576.38,33460.93,23154.40,16670.40,15888.80,11972.00,14151.20,20176.00,26632.00,24576.00,18415.20,15116.00,12095.20,15530.40,0,0,0,0,0,1783.52,1783.52,1745.28,1809.50,0,0,0,1608.88,1152.92,1108.32,830.86,995.35,1615.93,2066.91,1978.39,1427.27,1062.98,843.01,1071.90,1016.96,915.26,864.42,610.18,661.02,1067.81,1067.81,1067.81,1118.66,762.72,610.18,813.57,2625.84,2068.19,1972.73,1441.04,1656.37,4467.25,4918.23,4791.48,4355.43,1825.70,1453.19,1885.47
IZCGM3,522053.76,15288.36,38388.48,31866.44,85543.29,56835.84,47731.92,52895.04,52961.52,52394.16,48459.36,45203.04,43395.60,24132.72,32597.04,32042.64,33404.88,0,0,0,0,0,3841.43,4179.41,3998.95,3268.58,0,0,0,3988.39,3330.46,3725.23,3696.17,3700.05,3893.28,3651.04,3603.39,1825.63,2326.73,2284.21,2363.89,2928.84,2883.08,2944.10,3218.68,3127.15,2791.56,2959.35,2364.43,2059.34,2272.91,2135.62,2181.38,6917.24,6213.55,6669.33,6914.85,6827.20,10526.26,10789.80,9966.77,7153.55,4599.64,4419.83,4545.27
IZCVE4,246996.36,7920.69,18632.95,13347.60,39901.24,21214.36,19012.40,20121.60,19244.00,20567.60,21124.80,23700.80,26220.80,22197.20,20214.00,15864.80,17514.00,0,0,0,0,0,1872.26,1953.39,2065.90,2029.14,0,0,0,1496.86,1339.02,1440.18,1364.92,1472.47,1780.39,1930.29,2198.67,1807.35,1444.77,1127.66,1230.37,1118.66,915.26,1118.66,1169.50,1194.93,1169.50,1220.35,1296.62,1296.62,1118.66,864.42,864.42,2615.51,2254.28,2558.84,2534.42,2667.40,4822.15,5104.03,5561.20,5133.11,2563.43,1992.07,2094.79
IZSLPZ,206050.80,8946.77,16154.48,14059.47,39160.72,11695.20,12506.80,17119.60,14324.40,17046.00,19953.20,22745.20,23275.20,19479.20,19186.40,14361.60,14358.00,0,0,0,0,0,2281.86,2200.72,2275.73,2188.46,0,0,0,842.47,898.98,1252.28,1040.05,1236.81,1756.83,1957.13,2035.39,1666.01,1386.38,1043.13,1039.02,889.84,889.84,1271.20,1169.50,1271.20,1347.47,1296.62,1347.47,1296.62,1296.62,1016.96,966.11,1732.31,1788.82,2523.48,2209.55,2508.01,5386.15,5454.48,5658.59,5151.09,2683.01,2060.09,2005.13
IZWXEV,421708.80,12179.71,31494.07,21051.07,64724.86,31984.00,30488.00,26761.60,28622.40,34756.80,37984.00,41043.20,41153.60,36841.60,37451.20,36299.20,38323.20,0,0,0,0,0,2994.43,3119.94,3119.94,2945.41,0,0,0,2269.25,2155.95,1903.83,2015.53,2469.13,3083.91,3278.46,3381.54,2942.45,2668.08,2595.72,2730.23,1627.14,1627.14,1220.35,1423.74,1627.14,1830.53,1932.22,2033.92,1830.53,1728.83,1932.22,2237.31,3896.39,3783.08,3124.18,3439.27,4096.26,7908.87,8330.62,8535.40,7718.39,4396.91,4527.94,4967.54
J00O67,435351.20,13275.90,32735.58,21559.55,67571.03,29463.20,28565.60,35828.00,33404.00,36447.20,38405.60,41796.00,44345.60,39586.40,40190.40,34197.60,33121.60,0,0,0,0,0,3069.44,3207.20,3617.54,3381.73,0,0,0,2081.30,2020.28,2554.11,2360.05,2593.94,3195.33,3391.20,3722.44,3200.11,2859.62,2424.52,2332.69,1372.90,1423.74,1728.83,1677.98,1728.83,1881.38,1983.07,2237.31,2084.77,2135.62,1830.53,1474.59,3454.19,3444.02,4282.94,4038.03,4322.77,8146.15,8581.47,9577.29,8666.61,4995.24,4255.04,3807.28
J0EUXP,472601.60,11380.61,35432.43,20339.20,67152.23,36043.20,33590.40,39955.20,39182.40,41081.60,41203.20,41390.40,42304.00,39988.80,42012.80,38344.00,37505.60,0,0,0,0,0,2544.38,2945.41,2945.41,2945.41,0,0,0,2564.89,2392.20,2863.73,2783.60,2937.32,3417.53,3325.55,3522.99,3229.05,3002.35,2733.66,2659.55,1525.44,1525.44,1627.14,1525.44,1525.44,1627.14,1830.53,1830.53,1830.53,2033.92,1830.53,1627.14,4090.33,3917.64,4490.87,4309.04,4462.76,7589.05,8101.49,8298.92,8004.99,5036.27,4564.19,4286.68
J1IEWR,283947.20,9777.01,21769.76,15737.46,47284.23,23191.20,20292.00,24016.40,22671.20,22904.00,24896.80,27745.60,28488.80,24148.00,23885.20,20939.60,20768.40,0,0,0,0,0,2371.33,2452.46,2607.87,2345.34,0,0,0,1647.77,1448.83,1729.66,1622.90,1651.19,2142.15,2331.84,2479.27,2022.95,1718.86,1498.40,1475.94,1093.23,1042.38,1271.20,1271.20,1322.05,1474.59,1525.44,1627.14,1627.14,1449.17,1042.38,991.54,2741.00,2491.21,3000.86,2894.10,2973.24,5988.07,6309.74,6714.28,5995.43,3168.03,2540.78,2467.48
J2MQLG,512817.60,16115.42,39439.30,27712.16,83266.88,36777.60,34962.40,40999.20,40878.40,41571.20,45320.80,48728.80,50098.40,43000.00,47272.00,42839.20,40369.60,0,0,0,0,0,3880.80,4217.60,3810.21,4206.82,0,0,0,2634.26,2505.30,2956.69,2930.67,2989.16,3905.29,4130.09,4336.70,3662.19,3403.63,3089.04,2896.28,1881.38,1881.38,1881.38,2186.46,2084.77,2542.40,2745.79,2491.55,2644.10,2847.49,2237.31,2288.16,4515.64,4386.67,4838.06,5117.13,5073.93,10328.49,11093.48,10638.46,10513.10,6251.12,5326.35,5184.44
J3LAYE,220086.40,8663.17,16474.96,13373.02,38511.15,15269.60,15098.40,17051.20,16248.00,17695.20,18222.40,22449.60,24952.00,23319.20,21371.20,14474.40,13935.20,0,0,0,0,0,1547.71,2408.10,2447.81,2259.55,0,0,0,1080.75,1066.36,1220.65,1156.04,1255.19,1467.46,1772.32,2040.74,1850.39,1527.25,1040.16,997.66,813.57,915.26,864.42,813.57,915.26,1118.66,1474.59,1576.29,1423.74,1728.83,864.42,864.42,1894.32,1981.62,2085.06,1969.61,2170.45,4133.83,5655.00,6064.83,5533.69,3256.08,1904.57,1862.07
J4B42J,324706.13,9200.96,24392.30,13728.96,47322.22,22107.20,19590.40,22878.40,23749.60,25322.13,28894.40,34753.60,35240.00,34311.20,30874.40,24137.60,22847.20,0,0,0,0,0,2181.60,2256.61,2406.62,2356.13,0,0,0,1552.73,1376.65,1622.37,1672.29,1799.57,2395.17,2783.70,2937.68,2751.27,2190.38,1708.56,1601.95,813.57,813.57,1067.81,1220.35,1220.35,1322.05,1322.05,1423.74,1372.90,1271.20,966.11,915.26,2366.30,2190.22,2690.17,2892.64,3019.92,5898.82,6362.35,6768.05,6480.29,3461.58,2674.67,2517.21
J4MWZ9,241148.88,4936.03,17682.91,8586.96,31205.89,18833.40,17292.73,19857.72,19643.79,19882.63,19644.26,22425.05,23585.18,21760.80,21392.42,18863.51,17967.39,0,0,0,0,0,1137.28,1290.94,1257.82,1249.98,0,0,0,1319.65,1211.41,1400.24,1376.35,1402.42,1559.66,1734.70,1885.88,1700.63,1511.07,1327.73,1253.16,621.62,670.56,683.91,723.31,718.23,695.98,791.32,758.27,757.64,758.27,751.28,656.57,1941.27,1881.96,2084.14,2099.66,2120.65,3392.93,3816.97,3901.97,3708.25,2269.34,2079.01,1909.73
J4PITA,240007.47,7839.55,18223.46,13017.09,39080.10,20516.00,17543.20,18552.00,16914.40,18905.07,21256.80,22803.20,23941.60,22305.60,22097.60,16918.40,18253.60,0,0,0,0,0,1860.00,1935.01,2034.53,2010.02,0,0,0,1438.81,1233.63,1324.94,1200.32,1351.63,1803.41,1884.61,2074.10,1842.84,1580.10,1203.29,1285.78,966.11,813.57,1016.96,1016.96,1118.66,1169.50,1220.35,1271.20,1271.20,1271.20,966.11,915.26,2404.92,2047.19,2341.90,2217.28,2470.28,4832.91,5039.97,5379.82,5124.05,2851.30,2169.40,2201.05
J4PIXL,246118.67,4287.46,17596.76,7678.05,29562.26,18506.40,16615.60,19344.40,20183.87,21924.80,22104.00,23153.20,22833.20,21906.80,20794.80,19167.60,19584.00,0,0,0,0,0,1077.81,1090.80,1065.55,1053.30,0,0,0,1284.01,1153.21,1351.20,1398.54,1526.93,1673.93,1707.13,1740.10,1624.21,1448.93,1333.71,1354.86,635.60,584.75,610.18,661.02,661.02,686.45,661.02,686.45,635.60,635.60,610.18,610.18,1919.61,1737.96,1961.37,2059.56,2187.96,3438.18,3458.95,3492.10,3313.11,2084.53,1943.89,1965.04
J4ZQSG,245378.40,8130.75,18671.78,13322.18,40124.71,16945.60,15602.40,19035.20,19421.60,19704.00,21130.40,24860.00,24962.40,22664.00,22579.20,18936.80,19536.80,0,0,0,0,0,1883.04,2045.31,2120.32,2082.08,0,0,0,1200.73,1108.79,1365.60,1382.88,1413.74,1785.27,2044.01,2147.82,1867.43,1617.79,1352.99,1384.72,864.42,915.26,966.11,1118.66,1169.50,1118.66,1220.35,1271.20,1271.20,1220.35,1169.50,1016.96,2065.15,2024.06,2331.71,2501.54,2583.24,4786.97,5309.68,5539.34,5220.71,2838.14,2522.50,2401.68
J68MAK,379732.80,13731.84,29292.00,24000.26,67024.09,28334.40,26856.00,31673.60,29748.80,32328.00,32948.80,35499.20,37993.60,33326.40,33646.40,29299.20,28078.40,0,0,0,0,0,3119.94,3395.46,3670.98,3545.47,0,0,0,2037.49,1929.38,2288.99,2133.42,2331.92,2852.90,3001.90,3335.25,2829.87,2433.27,2108.15,2009.45,1728.83,1728.83,1932.22,2135.62,1830.53,1932.22,2135.62,2339.01,2339.01,2542.40,1728.83,1627.14,3766.33,3658.21,4221.21,4269.04,4162.45,7905.06,8532.97,9345.24,8714.35,4975.67,3836.98,3636.59
J6ATCR,219114.40,6957.10,17054.07,12737.42,36748.60,17656.40,16406.80,18963.20,17421.20,18388.40,18689.20,20070.00,20881.20,19130.40,19312.40,17300.80,14894.40,0,0,0,0,0,1696.99,1734.50,1696.99,1828.62,0,0,0,1276.93,1186.84,1377.72,1258.27,1334.39,1654.89,1726.63,1853.26,1648.95,1404.63,1255.13,1076.42,991.54,1067.81,1093.23,1042.38,1016.96,1067.81,1093.23,1067.81,1144.08,1169.50,1016.96,966.11,2268.46,2254.65,2470.96,2300.66,2351.35,4419.69,4554.36,4618.06,4621.65,2574.13,2272.09,2042.53
J79UAH,552612.80,7447.34,39207.60,13932.35,60587.30,47599.20,43322.00,48164.40,45431.60,46810.40,45887.20,47400.80,47487.20,44896.00,45958.40,44657.20,44998.40,0,0,0,0,0,1882.30,1850.93,1900.69,1813.42,0,0,0,3295.10,2998.45,3350.73,3138.41,3252.80,3443.28,3461.24,3573.89,3301.36,3186.70,3098.36,3107.28,1194.93,1194.93,1194.93,1169.50,1169.50,1144.08,1144.08,1194.93,1144.08,1144.08,1118.66,1118.66,4490.03,4193.38,4545.66,4307.92,4422.31,6469.67,6456.25,6669.50,6258.86,4330.78,4217.02,4225.93
J7CUDJ,265713.60,13027.84,20804.09,16983.23,50815.16,19708.80,13672.00,16441.60,17681.60,22028.80,32680.00,38316.80,36126.40,23379.20,17958.40,12828.80,14891.20,0,0,0,0,0,3594.50,3468.99,3144.45,2819.90,0,0,0,1384.86,969.92,1187.71,1271.57,1595.57,2830.13,3189.40,3123.42,1983.20,1298.36,922.17,1047.77,1016.96,915.26,1220.35,1118.66,1728.83,2237.31,2135.62,1932.22,1728.83,1322.05,813.57,813.57,2401.82,1885.18,2408.06,2390.23,3324.41,8661.94,8794.01,8200.10,6531.94,2620.40,1735.74,1861.34
J7E31P,495348.00,4298.24,35399.61,7754.32,47452.17,37263.20,34497.60,39184.80,38904.80,41090.40,43992.00,51081.60,49397.60,43876.00,40494.40,37759.20,37806.40,0,0,0,0,0,1034.18,1090.06,1090.06,1083.94,0,0,0,2562.88,2374.73,2716.41,2684.42,2859.19,3358.35,3795.15,3789.26,3251.39,2804.39,2608.97,2594.47,533.90,584.75,584.75,610.18,635.60,711.87,813.57,788.14,762.72,610.18,584.75,533.90,3096.79,2959.48,3301.16,3294.59,3494.79,5104.40,5698.78,5667.47,5098.04,3414.56,3193.73,3128.38
J7YPUK,366762.40,10116.26,27536.55,19118.85,56771.66,27230.40,24797.60,30244.80,29361.60,30929.60,32004.80,37917.60,36152.00,32577.60,31404.80,27207.20,26934.40,0,0,0,0,0,2382.11,2556.64,2594.88,2582.62,0,0,0,1922.04,1755.69,2155.88,2079.79,2203.47,2659.75,3018.11,3022.84,2644.32,2238.93,1935.84,1899.89,1728.83,1627.14,1728.83,1372.90,1525.44,1677.98,1932.22,1728.83,1677.98,1627.14,1220.35,1271.20,3650.87,3382.83,3884.71,3452.69,3728.91,6719.85,7506.97,7346.55,6904.93,3866.07,3156.19,3171.09
J8QMQN,601364.80,19112.80,46138.95,32186.78,97438.53,43656.00,40088.00,44260.00,46788.80,46228.00,52863.20,56484.00,63801.60,59976.80,60663.20,43376.00,43179.20,0,0,0,0,0,4269.57,4829.92,4794.62,5218.69,0,0,0,3107.71,2873.76,3190.96,3341.63,3321.14,4513.45,4731.83,5483.53,4997.17,4359.44,3127.15,3091.19,2389.86,2542.40,2237.31,2186.46,2339.01,2694.94,3406.82,3050.88,3457.66,3152.58,2288.16,2440.70,5497.56,5416.16,5428.27,5528.09,5660.14,11477.96,12968.57,13329.03,13673.52,7512.02,5415.31,5531.90
J9X444,269396.80,8670.53,20786.25,14847.62,44304.39,19556.80,18185.60,20865.60,20230.40,23830.40,24547.20,26782.40,27632.00,24089.60,24424.00,20448.00,18804.80,0,0,0,0,0,2048.26,2149.25,2299.26,2173.76,0,0,0,1408.86,1308.96,1510.47,1453.64,1719.65,2122.93,2243.76,2404.04,2032.29,1759.72,1471.55,1350.38,915.26,1016.96,1016.96,1016.96,1322.05,1423.74,1423.74,1525.44,1423.74,1423.74,1220.35,1118.66,2324.13,2325.92,2527.43,2470.60,3041.70,5594.93,5816.75,6228.75,5629.79,3183.46,2691.90,2469.03
J9ZSFV,626938.80,18587.32,47679.52,29646.93,95913.77,48975.48,42712.80,50006.88,48047.88,52514.64,54896.40,59423.52,62823.12,55755.96,57699.96,48279.00,45803.16,0,0,0,0,0,3879.23,4869.56,4850.51,4988.03,0,0,0,3481.65,3039.37,3580.68,3417.50,3759.58,4601.14,4910.00,5376.47,4676.48,4134.15,3449.70,3252.78,2074.60,1944.94,2074.60,2127.99,2204.26,2356.80,3035.63,3035.63,3256.81,2989.86,2265.28,2280.53,5556.25,4984.31,5655.28,5545.48,5963.84,10837.18,12815.18,13262.61,12921.32,7124.02,5714.98,5533.31
JA04LM,231294.40,7026.72,17462.92,11898.43,36388.07,18978.40,16788.00,18952.80,18376.00,19684.00,20288.00,22772.80,23872.00,20926.40,20085.60,15061.60,15508.80,0,0,0,0,0,1671.74,1809.50,1847.74,1697.73,0,0,0,1340.95,1186.99,1351.83,1306.18,1409.16,1689.58,1857.71,1997.98,1713.71,1438.69,1076.16,1093.98,864.42,966.11,864.42,915.26,1016.96,1067.81,1169.50,1169.50,1118.66,1067.81,813.57,864.42,2205.37,2153.11,2216.24,2221.45,2426.12,4429.13,4836.71,5015.23,4530.09,2506.50,1889.73,1958.39
JA2PXL,560658.40,17417.50,42757.97,26542.66,86718.13,34430.40,33223.20,42034.40,39207.20,46930.40,51820.00,60844.80,61428.00,52604.80,52830.40,44364.00,40940.80,0,0,0,0,0,4263.68,4176.42,4476.45,4500.96,0,0,0,2435.81,2349.59,3007.53,2773.07,3358.23,4358.63,5013.40,5243.83,4344.00,3794.67,3161.78,2917.42,1525.44,1525.44,2084.77,2033.92,2084.77,2491.55,2440.70,2644.10,2644.10,2694.94,2440.70,1932.22,3961.25,3875.03,5092.30,4806.99,5443.00,11113.87,11630.52,12364.37,11489.05,6489.62,5602.48,4849.65
JAAK24,308421.76,12748.90,23712.27,19525.63,55986.79,24702.40,20516.80,23042.40,21873.76,23866.40,28720.80,32821.60,34948.00,28615.20,26572.80,21329.60,21412.00,0,0,0,0,0,3009.63,2871.87,3620.48,3246.91,0,0,0,1738.69,1449.48,1648.57,1554.65,1712.77,2485.20,2739.51,3034.19,2394.97,1909.61,1525.53,1519.10,1169.50,1169.50,1627.14,1271.20,1627.14,1932.22,1830.53,2288.16,2084.77,1881.38,1423.74,1220.35,2908.19,2618.98,3275.71,2825.85,3339.91,7427.05,7441.91,8942.83,7726.65,3790.98,2949.27,2739.45
JADG75,690591.20,17172.88,50572.91,25093.49,92839.28,8084.40,17246.00,44578.80,53915.60,71308.40,64375.60,78188.40,70246.80,76773.20,71364.80,71987.20,62522.00,0,0,0,0,0,3992.58,4110.48,4535.28,4534.54,0,0,0,571.43,1198.60,3124.63,3760.77,5004.28,5088.67,5956.49,5617.00,5886.72,4986.86,5028.14,4349.32,508.48,1118.66,1728.83,2110.19,2313.58,2440.70,2491.55,2771.22,2745.79,2415.28,2364.43,2084.77,1079.91,2317.25,4853.46,5870.96,7317.87,11521.95,12558.52,12923.50,13167.06,7402.14,7392.58,6434.09
JAHC0R,337018.67,9598.56,26241.56,18432.40,54272.52,22958.40,23831.60,30568.80,24555.60,28803.07,29880.40,30598.80,33030.00,29704.40,30630.40,29170.80,23286.40,0,0,0,0,0,2327.70,2434.08,2471.58,2365.20,0,0,0,1682.08,1733.80,2219.69,1772.49,2092.12,2627.83,2628.34,2906.33,2540.04,2214.73,2121.05,1703.06,1398.32,1525.44,1449.17,1500.02,1550.86,1474.59,1627.14,1576.29,1703.41,1525.44,1500.02,1601.71,3080.40,3259.24,3668.86,3272.51,3642.99,6430.12,6689.56,6954.20,6608.65,3740.17,3621.07,3304.77
JD0U5E,755029.92,19867.91,56445.15,33513.92,109826.97,47697.48,45858.24,66627.36,61344.36,65596.08,63813.72,70705.56,75458.28,67963.92,63279.00,63043.68,63642.24,0,0,0,0,0,4339.06,4786.46,5442.56,5299.82,0,0,0,3389.78,3261.52,4744.00,4339.80,4666.72,5221.16,5657.50,6223.15,5456.65,4522.35,4473.36,4489.16,2097.48,2120.36,2516.98,2822.06,2860.20,2761.05,3081.39,3523.77,3424.61,3050.88,2692.40,2562.74,5487.26,5381.89,7260.97,7161.87,7526.92,12321.26,13525.35,15189.48,14181.09,7573.23,7165.76,7051.90
JE1TL3,262880.00,8471.97,20034.67,15712.03,44218.67,17245.60,19422.40,25050.40,25075.20,20367.20,21739.20,27512.80,27486.40,23466.40,22216.80,17152.00,16145.60,0,0,0,0,0,1909.02,2209.06,2170.82,2183.07,0,0,0,1232.08,1389.52,1808.88,1800.12,1460.40,1841.41,2266.97,2333.50,1941.40,1593.30,1224.21,1142.86,1220.35,1322.05,1423.74,1525.44,1271.20,1169.50,1372.90,1322.05,1372.90,1525.44,1271.20,915.26,2452.43,2711.57,3232.63,3325.56,2731.60,4919.94,5848.92,5826.37,5497.37,3118.74,2495.41,2058.12
JE8OF7,250552.00,9970.66,19379.43,15915.42,45265.51,19336.00,16446.40,19756.80,19233.60,20400.80,21800.80,26249.60,26689.60,22304.80,22234.40,18633.60,17465.60,0,0,0,0,0,2308.58,2357.60,2633.12,2671.36,0,0,0,1369.61,1168.33,1420.72,1374.89,1467.51,1906.24,2233.45,2361.66,1902.28,1604.43,1328.49,1241.82,1067.81,915.26,1169.50,1220.35,1220.35,1423.74,1525.44,1627.14,1677.98,1881.38,1118.66,1067.81,2437.42,2083.60,2590.23,2595.24,2687.86,5638.56,6116.49,6621.91,6251.63,3485.81,2447.14,2309.63
JF6PHC,201077.60,7130.66,15749.90,14186.59,37067.15,19454.40,16855.20,17272.80,13360.80,14780.80,14643.20,16400.80,19948.00,17896.00,18561.60,15516.00,16388.00,0,0,0,0,0,1524.67,1810.98,1996.29,1798.72,0,0,0,1399.10,1211.73,1253.51,972.53,1079.10,1317.04,1463.03,1808.89,1578.40,1353.32,1132.12,1181.13,1322.05,1271.20,1169.50,1067.81,1169.50,1016.96,1169.50,1220.35,1220.35,1220.35,1118.66,1220.35,2721.15,2482.93,2423.01,2040.34,2248.61,3858.67,4443.51,5025.53,4597.47,2573.67,2250.77,2401.48
JGL19K,478623.12,14034.64,36270.59,24513.82,74819.05,38662.44,34131.24,39510.24,38506.56,38859.72,39585.24,47041.44,47085.48,40557.72,40592.04,35819.52,38271.48,0,0,0,0,0,3374.40,3518.39,3518.61,3623.25,0,0,0,2733.88,2421.88,2829.95,2739.95,2783.90,3379.56,3868.63,4004.50,3349.94,2905.37,2553.10,2699.92,1922.05,2021.21,1960.19,1899.17,1906.80,2158.50,2257.65,2250.02,2341.55,2288.16,1761.88,1746.63,4655.94,4443.09,4790.14,4639.13,4690.70,8912.46,9644.66,9773.13,9314.75,5193.53,4314.98,4446.55
JGRCPA,323928.00,10391.30,24386.29,15762.88,50540.47,22216.80,19660.00,23369.60,22600.00,28708.80,33618.40,37408.00,35587.20,28569.60,26763.20,22538.40,22888.00,0,0,0,0,0,2634.59,2723.33,2622.34,2411.04,0,0,0,1570.03,1392.43,1667.91,1596.92,2039.00,2782.02,3011.06,2949.03,2288.20,1895.86,1590.65,1603.17,864.42,864.42,1525.44,1067.81,1525.44,1677.98,1779.68,1728.83,1576.29,1271.20,966.11,915.26,2434.44,2256.85,3193.35,2664.73,3564.44,7094.60,7514.07,7300.20,6275.53,3167.06,2556.77,2518.43
